customer_id_original;full_name;city;state;zipcode;rfm_id;created_at;updated_at
6443;Mary Salazar;Tempe;AZ;85281;6;16/10/2025 17:05;24/10/2025 17:05
6444;John Smith;Caguas;PR;725;4;01/06/2025 1:44;12/06/2025 1:44
6445;Emma Tucker;Strongsville;OH;44136;5;08/09/2025 8:38;12/09/2025 8:38
6446;Mary Smith;Caguas;PR;725;6;17/03/2026 2:26;23/03/2026 2:26
6447;Helen Mitchell;Crystal Lake;IL;60014;2;31/05/2025 16:00;11/06/2025 16:00
6448;Mary Lawrence;Caguas;PR;725;1;21/08/2025 1:38;08/09/2025 1:38
6449;Daniel Padilla;Corona;CA;92882;2;16/07/2025 15:33;27/07/2025 15:33
6450;Mary Smith;Fresno;CA;93727;2;23/05/2025 17:00;06/06/2025 17:00
6451;Martha Bradley;Greenville;NC;27858;2;05/09/2025 2:07;15/09/2025 2:07
6452;Tiffany Smith;Caguas;PR;725;2;08/02/2026 15:43;19/02/2026 15:43
6453;Mary Crane;Brooklyn;NY;11209;2;16/08/2025 11:49;21/08/2025 11:49
6454;Kathleen Smith;Albuquerque;NM;87105;3;12/04/2025 2:58;20/04/2025 2:58
6455;Ethan Brown;Caguas;PR;725;2;21/03/2026 3:13;29/03/2026 3:13
6456;Mary Richardson;Las Vegas;NV;89119;3;25/04/2025 13:36;09/05/2025 13:36
6457;Dorothy Coleman;Jersey City;NJ;7307;5;18/01/2026 16:15;28/01/2026 16:15
6458;Jonathan Franco;Reynoldsburg;OH;43068;4;03/05/2025 21:08;03/05/2025 21:08
6459;Vincent Valenzuela;Caguas;PR;725;1;13/03/2025 12:23;31/03/2025 12:23
6460;Mary Smith;Morganton;NC;28655;4;23/06/2025 14:27;26/06/2025 14:27
6461;Patricia Delgado;Salem;OR;97303;1;27/02/2025 6:10;27/02/2025 6:10
6462;Ethan Villanueva;Indianapolis;IN;46227;1;15/11/2025 16:03;26/11/2025 16:03
6463;Mary Smith;Carlsbad;CA;92009;5;19/12/2025 23:26;05/01/2026 23:26
6464;Wayne Mahoney;Caguas;PR;725;1;14/01/2026 21:28;01/02/2026 21:28
6465;Mary Smith;Massapequa;NY;11758;2;11/04/2025 1:15;12/04/2025 1:15
6466;Susan Meyer;Caguas;PR;725;5;11/07/2025 3:16;19/07/2025 3:16
6467;Mary Stokes;Tucson;AZ;85746;2;13/05/2025 22:52;29/05/2025 22:52
6468;William Smith;Caguas;PR;725;1;15/01/2026 2:20;30/01/2026 2:20
6469;Mary Luna;Bayonne;NJ;7002;2;22/01/2025 23:10;10/02/2025 23:10
6470;Douglas Smith;Revere;MA;2151;6;05/09/2025 21:46;19/09/2025 21:46
6471;Mary Day;Caguas;PR;725;6;17/05/2025 9:52;02/06/2025 9:52
6472;Albert Smith;Waipahu;HI;96797;3;14/02/2026 14:26;14/02/2026 14:26
6473;Mary Castillo;Long Beach;CA;90806;2;30/01/2025 10:01;02/02/2025 10:01
6474;Madison Smith;Caguas;PR;725;4;05/05/2025 14:13;06/05/2025 14:13
6475;Mary Bullock;Chicago;IL;60647;5;02/02/2025 14:23;12/02/2025 14:23
6476;Julie Smith;Washington;DC;20002;2;18/04/2025 13:01;21/04/2025 13:01
6477;Jerry Booker;Caguas;PR;725;4;15/10/2025 13:53;17/10/2025 13:53
6478;Mary Smith;New York;NY;10040;3;23/03/2026 22:51;23/03/2026 22:51
6479;Paul Jackson;Caguas;PR;725;1;21/09/2025 2:21;04/10/2025 2:21
6480;Ryan Austin;Chula Vista;CA;91910;5;20/10/2025 22:17;30/10/2025 22:17
6481;Joe Smith;Cayey;PR;736;3;11/03/2026 5:58;24/03/2026 5:58
6482;Mary Sellers;Caguas;PR;725;5;13/01/2025 10:48;27/01/2025 10:48
6483;Mary Smith;Baltimore;MD;21224;5;30/06/2025 11:01;01/07/2025 11:01
6484;George Jordan;Caguas;PR;725;2;05/02/2025 2:10;18/02/2025 2:10
6485;Carolyn Sheppard;Pompano Beach;FL;33063;3;07/02/2025 11:43;22/02/2025 11:43
6486;Mary Smith;Aurora;CO;80012;2;19/02/2025 11:08;07/03/2025 11:08
6487;Stephen Salinas;Caguas;PR;725;6;25/01/2025 5:54;06/02/2025 5:54
6488;Mary Smith;Bristol;CT;6010;2;03/09/2025 3:06;16/09/2025 3:06
6489;Maria Macdonald;Caguas;PR;725;6;12/09/2025 14:05;22/09/2025 14:05
6490;Ann Smith;West Jordan;UT;84084;6;21/01/2025 3:13;25/01/2025 3:13
6491;Bruce Cruz;Caguas;PR;725;1;07/08/2025 4:17;19/08/2025 4:17
6492;Bryan Smith;Provo;UT;84604;5;24/05/2025 0:49;24/05/2025 0:49
6493;Mary Best;Caguas;PR;725;4;05/01/2025 1:45;11/01/2025 1:45
6494;Brittany Smith;Arecibo;PR;612;5;29/07/2025 7:12;02/08/2025 7:12
6495;Mary Russell;San Bernardino;CA;92410;4;13/02/2026 21:39;19/02/2026 21:39
6496;Rose Smith;Caguas;PR;725;2;05/11/2025 6:20;19/11/2025 6:20
6497;Mary Lee;Aguadilla;PR;603;3;08/08/2025 19:40;08/08/2025 19:40
6498;William Smith;Caguas;PR;725;3;17/03/2025 22:44;23/03/2025 22:44
6499;Ashley Peterson;Denver;CO;80219;2;12/07/2025 5:20;17/07/2025 5:20
6500;Joyce Leblanc;Mesquite;TX;75149;1;11/12/2025 4:06;28/12/2025 4:06
6501;Mary Smith;Fairfield;OH;45014;2;29/01/2026 11:32;18/02/2026 11:32
6502;Linda Trujillo;Caguas;PR;725;1;26/09/2025 19:54;12/10/2025 19:54
6503;Heather Smith;Costa Mesa;CA;92626;2;20/05/2025 20:17;01/06/2025 20:17
6504;Mary Herman;Jacksonville;FL;32225;1;01/04/2025 15:07;02/04/2025 15:07
6505;Margaret Smith;Caguas;PR;725;2;26/05/2025 22:46;29/05/2025 22:46
6506;Anna Bailey;Brooklyn;NY;11229;1;24/03/2026 21:09;09/04/2026 21:09
6507;Nicholas Snyder;Caguas;PR;725;1;12/01/2025 11:35;01/02/2025 11:35
6508;Philip Smith;Hamilton;OH;45011;1;26/03/2025 3:44;30/03/2025 3:44
6509;Mary Cox;Caguas;PR;725;2;13/07/2025 12:52;28/07/2025 12:52
6510;Karen Smith;Cumberland;MD;21502;1;26/02/2025 0:05;17/03/2025 0:05
6511;Nancy Young;Caguas;PR;725;5;12/11/2025 11:06;19/11/2025 11:06
6512;Rachel Burke;Mission;TX;78572;3;09/03/2026 8:23;23/03/2026 8:23
6513;Mary Smith;Sugar Land;TX;77479;6;13/03/2026 22:34;22/03/2026 22:34
6514;Crystal Contreras;Tampa;FL;33624;2;20/07/2025 13:06;03/08/2025 13:06
6515;Mary Smith;Caguas;PR;725;3;04/11/2025 9:49;24/11/2025 9:49
6516;Angela Smith;Las Cruces;NM;88005;5;14/06/2025 22:35;29/06/2025 22:35
6517;Amber Sheppard;Caguas;PR;725;6;14/10/2025 19:11;16/10/2025 19:11
6518;Mary Smith;Warren;MI;48093;5;17/06/2025 23:57;02/07/2025 23:57
6519;Mary Myers;Caguas;PR;725;3;07/11/2025 5:58;08/11/2025 5:58
6520;Judy Foster;Daly City;CA;94015;5;16/06/2025 23:38;20/06/2025 23:38
6521;Mary Hanson;Chillicothe;OH;45601;5;19/12/2025 14:06;02/01/2026 14:06
6522;Ruth Clayton;Sandusky;OH;44870;4;18/08/2025 22:26;31/08/2025 22:26
6523;Mary Smith;Caguas;PR;725;3;14/08/2025 23:25;20/08/2025 23:25
6524;Megan Brown;Bronx;NY;10458;4;20/07/2025 19:52;27/07/2025 19:52
6525;Mary Taylor;San Diego;CA;92102;4;05/11/2025 15:35;25/11/2025 15:35
6526;Amanda Campbell;Caguas;PR;725;1;03/01/2026 1:00;14/01/2026 1:00
6527;Andrea Woods;San Jose;CA;95112;3;21/08/2025 6:55;01/09/2025 6:55
6528;Mary Ho;Compton;CA;90220;1;23/01/2026 11:39;27/01/2026 11:39
6529;Aaron Smith;Caguas;PR;725;1;10/02/2025 6:48;23/02/2025 6:48
6530;Mary Elliott;Chicago;IL;60628;4;16/01/2025 0:46;18/01/2025 0:46
6531;Sara Smith;San Marcos;CA;92069;5;02/05/2025 23:55;15/05/2025 23:55
6532;Mary Dixon;Phoenix;AZ;85022;3;18/11/2025 5:27;30/11/2025 5:27
6533;Patrick Morse;Caguas;PR;725;6;10/01/2026 13:59;27/01/2026 13:59
6534;Mary Smith;Massillon;OH;44646;4;09/03/2026 18:59;13/03/2026 18:59
6535;Brittany Cummings;Caguas;PR;725;5;13/09/2025 1:11;14/09/2025 1:11
6536;Mary Smith;San Francisco;CA;94112;1;04/02/2025 20:25;04/02/2025 20:25
6537;Susan Lopez;Mission Viejo;CA;92691;1;28/07/2025 0:10;06/08/2025 0:10
6538;Mark Edwards;Mililani;HI;96789;4;01/12/2025 2:28;11/12/2025 2:28
6539;Mary Smith;Caguas;PR;725;2;17/03/2025 4:37;26/03/2025 4:37
6540;John Pruitt;Phoenix;AZ;85032;3;08/02/2026 2:17;15/02/2026 2:17
6541;Susan Smith;Brentwood;NY;11717;2;16/02/2025 13:29;06/03/2025 13:29
6542;Cynthia Moran;Apopka;FL;32703;5;13/12/2025 1:04;19/12/2025 1:04
6543;Alexander Smith;Caguas;PR;725;5;07/02/2026 22:43;27/02/2026 22:43
6544;Mary Joyce;Pekin;IL;61554;3;30/05/2025 7:59;02/06/2025 7:59
6545;Jennifer Smith;Caguas;PR;725;3;12/03/2026 22:21;20/03/2026 22:21
6546;Mary Ward;East Lansing;MI;48823;3;26/02/2025 18:07;06/03/2025 18:07
6547;Melissa Smith;Caguas;PR;725;2;06/11/2025 21:34;19/11/2025 21:34
6548;Mary Parker;San Diego;CA;92129;5;21/04/2025 15:47;08/05/2025 15:47
6549;Megan Perkins;Caguas;PR;725;4;07/12/2025 7:28;07/12/2025 7:28
6550;Tammy Smith;Brooklyn;NY;11213;2;30/11/2025 1:41;20/12/2025 1:41
6551;Mary Hayes;Fresno;CA;93702;1;09/03/2026 8:37;22/03/2026 8:37
6552;Brenda Smith;Caguas;PR;725;1;12/09/2025 19:28;01/10/2025 19:28
6553;Larry House;Waukegan;IL;60085;2;18/01/2025 8:51;26/01/2025 8:51
6554;Mary Smith;Pomona;CA;91767;4;09/10/2025 12:09;26/10/2025 12:09
6555;Jessica Baldwin;Caguas;PR;725;3;28/01/2025 11:49;02/02/2025 11:49
6556;Mary Smith;Fontana;CA;92335;6;23/09/2025 17:49;28/09/2025 17:49
6557;Margaret Hess;Tempe;AZ;85281;5;10/02/2026 9:38;02/03/2026 9:38
6558;Ethan Smith;Caguas;PR;725;4;03/07/2025 19:32;18/07/2025 19:32
6559;Mary Dyer;San Sebastian;PR;685;3;16/06/2025 4:38;03/07/2025 4:38
6560;Melissa Smith;Caguas;PR;725;3;09/03/2026 23:19;12/03/2026 23:19
6561;Jane Day;San Benito;TX;78586;1;12/08/2025 17:20;24/08/2025 17:20
6562;Mary Smith;Caguas;PR;725;2;26/08/2025 1:45;28/08/2025 1:45
6563;Kathy Thomas;Katy;TX;77450;6;21/02/2026 14:43;13/03/2026 14:43
6564;Mary Thornton;Caguas;PR;725;1;20/11/2025 7:36;03/12/2025 7:36
6565;James Smith;Powder Springs;GA;30127;1;12/10/2025 18:09;30/10/2025 18:09
6566;David Beck;Caguas;PR;725;2;24/08/2025 22:30;27/08/2025 22:30
6567;Jeffrey Smith;Fontana;CA;92336;3;03/04/2025 13:46;19/04/2025 13:46
6568;Mary Wilson;Joliet;IL;60435;6;06/04/2025 2:03;17/04/2025 2:03
6569;Samantha Allen;Caguas;PR;725;3;06/08/2025 14:35;10/08/2025 14:35
6570;Mary Smith;Mentor;OH;44060;3;17/12/2025 23:11;24/12/2025 23:11
6571;Brenda Gonzalez;Dundalk;MD;21222;4;19/05/2025 15:22;20/05/2025 15:22
6572;Mary Barrett;Caguas;PR;725;4;13/01/2025 5:00;02/02/2025 5:00
6573;Joseph Noble;Brockton;MA;2301;4;07/08/2025 13:28;20/08/2025 13:28
6574;Mary Smith;Lakewood;NJ;8701;5;07/02/2026 3:38;23/02/2026 3:38
6575;Sarah Sullivan;Pompano Beach;FL;33068;5;04/07/2025 9:37;20/07/2025 9:37
6576;Emma Smith;Caguas;PR;725;5;10/02/2026 4:19;24/02/2026 4:19
6577;Mary Kaufman;Stafford;VA;22554;3;24/06/2025 12:50;14/07/2025 12:50
6578;Roger Smith;Laredo;TX;78040;2;27/05/2025 23:49;04/06/2025 23:49
6579;Mary Long;Caguas;PR;725;6;27/08/2025 6:54;27/08/2025 6:54
6580;Anthony Dorsey;Tempe;AZ;85281;2;08/08/2025 18:09;08/08/2025 18:09
6581;Christian Smith;Virginia Beach;VA;23455;5;05/12/2025 23:19;11/12/2025 23:19
6582;Mary Williams;Caguas;PR;725;1;02/03/2025 11:44;14/03/2025 11:44
6583;Heather Ibarra;Moline;IL;61265;2;25/04/2025 12:33;11/05/2025 12:33
6584;Mary Smith;Caguas;PR;725;5;07/08/2025 19:49;09/08/2025 19:49
6585;Andrew Turner;San Diego;CA;92129;3;19/02/2025 20:03;05/03/2025 20:03
6586;Mary Bell;Caguas;PR;725;2;02/03/2026 4:00;02/03/2026 4:00
6587;Heather Henson;Lancaster;PA;17602;3;17/04/2025 11:19;07/05/2025 11:19
6588;Mary Smith;Caguas;PR;725;1;26/02/2026 1:38;16/03/2026 1:38
6589;Crystal Stewart;Bensalem;PA;19020;4;19/01/2026 16:19;03/02/2026 16:19
6590;Mary Henderson;Caguas;PR;725;2;24/01/2026 10:01;12/02/2026 10:01
6591;Lauren Smith;Philadelphia;PA;19145;1;09/09/2025 13:18;10/09/2025 13:18
6592;Tyler Austin;Caguas;PR;725;2;02/11/2025 22:12;10/11/2025 22:12
6593;Mary Smith;Miami;FL;33165;1;10/09/2025 7:51;11/09/2025 7:51
6594;Rebecca Austin;Caguas;PR;725;6;16/02/2026 13:54;07/03/2026 13:54
6595;Mary Smith;New York;NY;10003;6;02/07/2025 22:29;12/07/2025 22:29
6596;Nicole Lynn;Caguas;PR;725;6;04/11/2025 1:16;04/11/2025 1:16
6597;Albert Smith;Wheaton;IL;60187;3;23/01/2025 18:38;31/01/2025 18:38
6598;Mary Lopez;Zanesville;OH;43701;2;21/02/2025 6:45;05/03/2025 6:45
6599;Robert Moreno;Caguas;PR;725;5;10/04/2025 22:56;30/04/2025 22:56
6600;Arthur Smith;Escondido;CA;92026;3;27/10/2025 13:09;28/10/2025 13:09
6601;Mary Andrade;Fort Lauderdale;FL;33324;4;31/01/2025 21:23;09/02/2025 21:23
6602;Robert Smith;Caguas;PR;725;3;24/10/2025 9:52;28/10/2025 9:52
6603;Brenda Gonzalez;Rancho Cucamonga;CA;91730;4;08/11/2025 16:32;24/11/2025 16:32
6604;Heather Smith;Caguas;PR;725;3;22/01/2026 15:11;10/02/2026 15:11
6605;Mary Branch;Philadelphia;PA;19120;1;08/04/2025 8:50;20/04/2025 8:50
6606;Elizabeth Smith;Palmdale;CA;93550;1;03/02/2025 13:11;21/02/2025 13:11
6607;Joan Cole;Caguas;PR;725;5;19/07/2025 9:35;23/07/2025 9:35
6608;Mary Higgins;Pompano Beach;FL;33068;1;20/03/2025 10:18;25/03/2025 10:18
6609;Betty Orr;Caguas;PR;725;6;20/03/2025 19:21;30/03/2025 19:21
6610;Mary Smith;Buffalo;NY;14215;5;29/10/2025 9:27;16/11/2025 9:27
6611;Dennis Smith;Caguas;PR;725;4;06/06/2025 10:57;22/06/2025 10:57
6612;Mary Chaney;Wyandotte;MI;48192;4;14/06/2025 10:27;28/06/2025 10:27
6613;Ashley Smith;Caguas;PR;725;3;13/12/2025 15:18;17/12/2025 15:18
6614;Janet Glover;Carmichael;CA;95608;6;24/06/2025 13:18;02/07/2025 13:18
6615;Mary Meadows;Olathe;KS;66062;4;24/05/2025 21:21;03/06/2025 21:21
6616;Shirley Smith;San Marcos;CA;92069;4;02/01/2026 13:14;03/01/2026 13:14
6617;Mary Barnes;Caguas;PR;725;1;03/07/2025 13:46;04/07/2025 13:46
6618;Julie Hamilton;Huntington Beach;CA;92647;5;31/01/2025 12:58;11/02/2025 12:58
6619;Mary Craig;San Diego;CA;92115;4;01/11/2025 3:50;06/11/2025 3:50
6620;Elizabeth Smith;Bountiful;UT;84010;6;12/02/2025 22:43;14/02/2025 22:43
6621;Joan Hayes;Caguas;PR;725;4;19/09/2025 18:31;23/09/2025 18:31
6622;Mary Smith;Canoga Park;CA;91304;4;15/09/2025 23:03;15/09/2025 23:03
6623;Christian Turner;Aurora;CO;80011;6;10/04/2025 16:37;14/04/2025 16:37
6624;Mary Todd;Raleigh;NC;27610;4;04/08/2025 16:03;17/08/2025 16:03
6625;Randy Smith;Caguas;PR;725;3;22/01/2026 2:50;05/02/2026 2:50
6626;Mary Franklin;Ontario;CA;91761;4;07/10/2025 1:03;22/10/2025 1:03
6627;Christina Smith;Aguadilla;PR;603;1;22/03/2025 7:54;02/04/2025 7:54
6628;Billy Johnson;Hickory;NC;28601;5;03/02/2026 19:38;13/02/2026 19:38
6629;Mary Dean;Caguas;PR;725;6;13/10/2025 1:54;20/10/2025 1:54
6630;Roy Malone;Plainfield;NJ;7060;1;07/12/2025 23:12;07/12/2025 23:12
6631;Mary Morrow;Catonsville;MD;21228;5;06/02/2025 21:40;24/02/2025 21:40
6632;Jessica Smith;Raleigh;NC;27610;6;30/03/2025 22:35;06/04/2025 22:35
6633;Roger Gonzales;Caguas;PR;725;3;11/09/2025 14:44;12/09/2025 14:44
6634;Mary Smith;Toa Alta;PR;953;6;16/08/2025 23:49;25/08/2025 23:49
6635;Bryan Esparza;Los Angeles;CA;90057;5;06/01/2025 7:28;14/01/2025 7:28
6636;Mary Smith;Caguas;PR;725;4;28/03/2026 17:35;30/03/2026 17:35
6637;Eric Richardson;Saint Paul;MN;55124;6;14/10/2025 5:41;18/10/2025 5:41
6638;Diane Burgess;Caguas;PR;725;3;20/04/2025 5:22;27/04/2025 5:22
6639;Mary Smith;Winnetka;CA;91306;2;29/11/2025 3:50;14/12/2025 3:50
6640;Patricia Gonzalez;Eugene;OR;97405;6;21/03/2026 8:37;27/03/2026 8:37
6641;Debra Gonzales;Caguas;PR;725;4;04/06/2025 4:42;19/06/2025 4:42
6642;Mary Gill;Florissant;MO;63031;2;24/01/2025 16:35;09/02/2025 16:35
6643;Nicholas Smith;Caguas;PR;725;4;21/01/2025 18:51;27/01/2025 18:51
6644;Judith Phillips;Quincy;MA;2169;2;16/07/2025 13:19;20/07/2025 13:19
6645;Zachary Smith;Caguas;PR;725;6;23/03/2025 17:04;24/03/2025 17:04
6646;Mary Lopez;Madison;WI;53704;6;16/12/2025 8:41;18/12/2025 8:41
6647;Tyler Rivera;Caguas;PR;725;1;26/03/2025 23:56;13/04/2025 23:56
6648;Austin Ho;Vega Baja;PR;693;5;27/07/2025 13:20;03/08/2025 13:20
6649;Mary Smith;Detroit;MI;48234;6;25/10/2025 9:42;10/11/2025 9:42
6650;Sarah Gillespie;Orlando;FL;32825;6;22/08/2025 0:14;22/08/2025 0:14
6651;Ashley Smith;Caguas;PR;725;4;13/11/2025 19:57;20/11/2025 19:57
6652;Sharon Hammond;San Jose;CA;95111;2;03/03/2026 5:34;06/03/2026 5:34
6653;Judy Smith;Hagerstown;MD;21740;6;11/01/2025 8:46;13/01/2025 8:46
6654;Mary Simmons;Irving;TX;75060;1;04/07/2025 3:58;20/07/2025 3:58
6655;Ashley Smith;Pekin;IL;61554;4;27/04/2025 3:20;16/05/2025 3:20
6656;Ruth Price;Caguas;PR;725;3;10/05/2025 10:48;10/05/2025 10:48
6657;Alan Gilbert;San Diego;CA;92104;3;19/09/2025 10:11;08/10/2025 10:11
6658;Mary Smith;Plano;TX;75023;5;25/12/2025 6:14;12/01/2026 6:14
6659;John Frederick;Caguas;PR;725;1;19/07/2025 3:48;30/07/2025 3:48
6660;Christine Smith;Spring Valley;CA;91977;2;13/08/2025 18:09;01/09/2025 18:09
6661;Samantha Floyd;Caguas;PR;725;5;01/08/2025 20:47;21/08/2025 20:47
6662;Mary Rocha;Troy;NY;12180;2;16/04/2025 4:19;16/04/2025 4:19
6663;Susan Smith;Caguas;PR;725;4;23/02/2026 14:19;06/03/2026 14:19
6664;Mary Hall;Portland;OR;97229;3;15/03/2025 11:52;29/03/2025 11:52
6665;Anthony Smith;Caguas;PR;725;3;16/03/2025 11:59;21/03/2025 11:59
6666;Jean Austin;Painesville;OH;44077;1;26/05/2025 7:58;02/06/2025 7:58
6667;Mary Smith;Caguas;PR;725;6;24/01/2026 8:25;31/01/2026 8:25
6668;Maria Carlson;Los Angeles;CA;90019;6;14/02/2025 17:32;15/02/2025 17:32
6669;Mary Smith;Los Angeles;CA;90047;2;29/07/2025 9:46;01/08/2025 9:46
6670;Betty Lopez;West Chester;PA;19380;1;30/09/2025 1:51;05/10/2025 1:51
6671;Randy Chambers;Caguas;PR;725;3;07/01/2026 2:42;22/01/2026 2:42
6672;Mary Conrad;Fort Lauderdale;FL;33324;5;01/06/2025 21:43;09/06/2025 21:43
6673;Nancy Smith;Caguas;PR;725;3;22/07/2025 17:00;03/08/2025 17:00
6674;Mary Shaw;Jackson Heights;NY;11372;6;10/09/2025 22:30;19/09/2025 22:30
6675;Mary Smith;Caguas;PR;725;1;06/06/2025 11:32;16/06/2025 11:32
6676;Daniel Rivera;Milwaukee;WI;53215;4;12/11/2025 12:23;23/11/2025 12:23
6677;Patrick Smith;Los Angeles;CA;90016;2;25/03/2026 12:03;03/04/2026 12:03
6678;Mary Church;Caguas;PR;725;1;07/10/2025 18:53;25/10/2025 18:53
6679;Cynthia Smith;Sunnyvale;CA;94086;5;15/05/2025 2:43;20/05/2025 2:43
6680;Heather Moore;Perth Amboy;NJ;8861;5;10/11/2025 2:24;13/11/2025 2:24
6681;Mary Morton;Caguas;PR;725;1;15/07/2025 18:44;18/07/2025 18:44
6682;Samantha Smith;Raleigh;NC;27610;2;12/04/2025 11:09;24/04/2025 11:09
6683;Zachary Reyes;Caguas;PR;725;1;10/03/2025 21:53;20/03/2025 21:53
6684;Mary Strong;Spokane;WA;99205;1;08/04/2025 20:57;21/04/2025 20:57
6685;Lori Smith;Caguas;PR;725;5;02/05/2025 0:14;10/05/2025 0:14
6686;Mary Campbell;Saint Paul;MN;55104;2;04/07/2025 14:29;07/07/2025 14:29
6687;Julie Hamilton;Caguas;PR;725;2;08/10/2025 13:21;25/10/2025 13:21
6688;Mary Smith;Los Angeles;CA;90003;2;07/07/2025 19:15;16/07/2025 19:15
6689;Adam Wright;Tallahassee;FL;32303;6;05/06/2025 18:09;13/06/2025 18:09
6690;Mary Gilbert;Caguas;PR;725;6;20/01/2025 2:14;05/02/2025 2:14
6691;John Smith;Miami;FL;33125;5;10/09/2025 4:43;17/09/2025 4:43
6692;Susan Jackson;Caguas;PR;725;2;19/02/2025 7:35;06/03/2025 7:35
6693;Mary Smith;Wyoming;MI;49509;1;31/07/2025 18:04;05/08/2025 18:04
6694;John Evans;Caguas;PR;725;4;02/05/2025 5:11;08/05/2025 5:11
6695;Lori Washington;Bronx;NY;10456;2;13/02/2025 1:54;15/02/2025 1:54
6696;Mary Spencer;Alpharetta;GA;30022;4;01/03/2025 4:41;16/03/2025 4:41
6697;William Smith;Carlisle;PA;17013;5;11/02/2026 3:55;22/02/2026 3:55
6698;Kathryn Barnett;Amarillo;TX;79109;6;14/02/2026 6:51;16/02/2026 6:51
6699;Mary Smith;Caguas;PR;725;6;17/04/2025 10:42;21/04/2025 10:42
6700;Virginia Walker;Eagle Pass;TX;78852;5;03/02/2025 22:37;19/02/2025 22:37
6701;Mary Carter;Endicott;NY;13760;2;06/02/2025 3:22;18/02/2025 3:22
6702;Christina Mckinney;Caguas;PR;725;3;08/03/2025 12:19;24/03/2025 12:19
6703;Mary Smith;Columbus;GA;31907;4;28/03/2026 15:47;16/04/2026 15:47
6704;John Church;Oregon City;OR;97045;6;11/04/2025 4:54;17/04/2025 4:54
6705;Mary Smith;Vista;CA;92084;3;27/10/2025 17:45;04/11/2025 17:45
6706;Carolyn Harmon;Caguas;PR;725;3;03/10/2025 11:51;16/10/2025 11:51
6707;Grace Smith;Norfolk;VA;23503;4;16/11/2025 10:57;23/11/2025 10:57
6708;Mary Costa;Virginia Beach;VA;23455;1;26/02/2026 9:11;18/03/2026 9:11
6709;Pamela Smith;Caguas;PR;725;1;05/10/2025 0:37;23/10/2025 0:37
6710;Douglas Moore;Santa Fe;NM;87505;6;21/12/2025 13:24;23/12/2025 13:24
6711;Mary Yang;Yauco;PR;698;1;13/07/2025 11:58;30/07/2025 11:58
6712;Olivia Smith;Caguas;PR;725;4;09/09/2025 0:47;24/09/2025 0:47
6713;Mary Banks;San Diego;CA;92129;2;23/12/2025 16:02;12/01/2026 16:02
6714;Christina Smith;Smyrna;GA;30080;1;27/11/2025 11:53;17/12/2025 11:53
6715;Mary Edwards;Caguas;PR;725;5;20/06/2025 19:25;21/06/2025 19:25
6716;Elizabeth Dixon;Cordova;TN;38018;1;11/10/2025 21:23;21/10/2025 21:23
6717;Stephen Smith;Caguas;PR;725;1;26/03/2026 4:55;13/04/2026 4:55
6718;Kelly Simmons;Pittsburg;CA;94565;1;22/05/2025 1:24;30/05/2025 1:24
6719;Mary Smith;Encinitas;CA;92024;4;15/07/2025 2:49;04/08/2025 2:49
6720;Olivia Moran;Caguas;PR;725;1;05/06/2025 3:00;24/06/2025 3:00
6721;Mary Poole;North Hills;CA;91343;2;22/02/2025 20:38;27/02/2025 20:38
6722;Amy Smith;Normal;IL;61761;2;04/10/2025 20:07;20/10/2025 20:07
6723;Mary Burns;Caguas;PR;725;1;21/12/2025 7:34;22/12/2025 7:34
6724;Benjamin Smith;Chicago;IL;60641;2;13/02/2026 2:20;04/03/2026 2:20
6725;Mary Alexander;Philadelphia;PA;19134;2;26/08/2025 21:15;31/08/2025 21:15
6726;Edward Ryan;Caguas;PR;725;1;31/03/2025 5:06;12/04/2025 5:06
6727;Mary Velasquez;Ridgewood;NY;11385;2;11/04/2025 3:22;24/04/2025 3:22
6728;Dorothy Smith;Caguas;PR;725;4;13/02/2025 18:48;22/02/2025 18:48
6729;Janice Russell;Bridgeton;NJ;8302;2;05/01/2025 18:06;22/01/2025 18:06
6730;Mary Gallegos;Caguas;PR;725;3;03/02/2026 16:32;09/02/2026 16:32
6731;Carol Smith;Norwalk;CA;90650;4;08/03/2026 19:52;27/03/2026 19:52
6732;Mary Campbell;Honolulu;HI;96816;1;26/07/2025 1:08;04/08/2025 1:08
6733;Dorothy Chung;Caguas;PR;725;3;01/09/2025 19:30;09/09/2025 19:30
6734;Mary Smith;Hialeah;FL;33015;3;16/02/2026 6:44;02/03/2026 6:44
6735;Barbara Martin;Caguas;PR;725;6;08/02/2026 20:45;20/02/2026 20:45
6736;Timothy Guzman;San Diego;CA;92129;4;27/02/2026 19:25;28/02/2026 19:25
6737;Joyce Smith;Moreno Valley;CA;92557;5;30/06/2025 22:37;02/07/2025 22:37
6738;Mary Taylor;Caguas;PR;725;3;10/02/2026 8:57;02/03/2026 8:57
6739;Matthew Mullins;Lake Forest;CA;92630;4;05/02/2025 22:46;06/02/2025 22:46
6740;Brian Smith;Zanesville;OH;43701;5;22/04/2025 0:23;02/05/2025 0:23
6741;Mary Rogers;Winter Park;FL;32792;6;09/03/2026 13:49;21/03/2026 13:49
6742;David Richardson;Caguas;PR;725;5;21/02/2025 16:08;09/03/2025 16:08
6743;Doris West;Dallas;TX;75227;4;08/03/2026 18:33;14/03/2026 18:33
6744;Cheryl Medina;Caguas;PR;725;3;24/03/2025 16:55;28/03/2025 16:55
6745;Mary Smith;Chicago;IL;60645;2;27/01/2025 7:49;28/01/2025 7:49
